id	text
doc83	The series has received positive reviews and has been nominated for Best Television Series – Drama at the 74th Golden Globe Awards and Best Drama Series at the 7th Critics' Choice Awards, as well as being chosen as a Top Television Program by the American Film Institute. Sterling K. Brown has received an Emmy, a Golden Globe, a Critics' Choice Award, and an NAACP Image Award for his acting in the series. Mandy Moore and Chrissy Metz received Golden Globe nominations for Best Supporting Actress. In 2017, the series received ten Emmy nominations, including Outstanding Drama Series, with Brown winning for Outstanding Lead Actor in a Drama Series.
doc84	On September 27, 2016, NBC picked up the series for a full season of 18 episodes.[3] In January 2017, NBC renewed the series for two additional seasons of 18 episodes each.[4] The second season premiered on September 26, 2017.
doc85	The series follows the lives of siblings Kevin, Kate, and Randall (known as the "Big Three"), and their parents Jack and Rebecca Pearson. It takes place in the present and using flashbacks, at various times in the past. Kevin and Kate are the two surviving members of a triplet pregnancy, born six weeks premature on Jack's 36th birthday in 1980; their brother is stillborn. Believing they were meant to have three children, Jack and Rebecca, who are white, decide to adopt Randall, a black child born the same day and brought to the same hospital after his biological father abandoned him at a fire station. Jack dies when his children are 17.
doc86	Most episodes feature a storyline taking place in the present (2016–2018, contemporaneous with airing) and a storyline taking place at a set time in the past; but some episodes are set in one time period or use multiple flashback time periods. Flashbacks often focus on Jack and Rebecca c.1980 both before and after their babies' birth, or on the family when the Big Three are children (at least ages 8–10) or adolescents; these scenes usually take place in Pittsburgh, where the Big Three are born and raised. Various other time periods and locations have also served a settings. As adults, Kate lives in Los Angeles, Randall and his family are in New Jersey, and Kevin relocates from Los Angeles to New York City.
doc87	Fogelman intentionally recruited behind-the-scenes talent that would reflect the diversity of his cast, with the goal of bringing greater authenticity to the dialog and storylines. These include black directors Regina King and George Tillman, Jr. and black female writers Kay Oyegun and Jas Waters (part of a 30% black core writing staff that far outpaces the industry standard of 5%).[5] [6] In addition, Fogelman's sister Deborah, whose struggles with weight were one of the initial inspirations for the show, serves as a consultant.[7]
doc88	In May 2017, Hulu acquired the SVOD rights to new and past episodes of the series to air exclusively on Hulu, in addition to NBC.com and the NBC app.[46]
doc89	The review aggregation website Rotten Tomatoes reported an 89% approval rating for the first season with an average rating of 7.72/10 based on 63 reviews. The website's critical consensus reads, "Featuring full-tilt heartstring-tugging family drama, This Is Us will provide a suitable surrogate for those who have felt a void in their lives since Parenthood went off the air."[47] Metacritic, which uses a weighted average, assigned the season a score of 76 out of 100 based on 34 reviews, indicating "generally favorable reviews".[48] Season 2 received a 94% approval rating from Rotten Tomatoes based on 17 reviews.[49]
doc90	Entertainment Weekly gave the first few episodes of This Is Us a rating of B, calling it "a refreshing respite from the relational violence and pessimism that marks the other buzz soaps that have bubbled forth from a culture of divisiveness". Moreover, they praised all the actors, specifically Sterling K. Brown, for being able to navigate "his scenes with such intelligence, authenticity, and charisma".[50]
doc91	A market economy is an economic system where decisions regarding investment, production, and distribution are based on the interplay of supply and demand,[1] which determines the prices of goods and services.[2] The major defining characteristic of a market economy is that investment decisions, or the allocation of producer good, are primarily made through capital and financial markets.[3] This is contrasted with a planned economy, where investment and production decisions are embodied in an integrated plan of production established by a state or other organizational body that controls the factors of production.
doc92	Market economies can range from free market systems to regulated markets and various forms of interventionist variants. In reality, free markets do not exist in pure form, since societies and governments all regulate them to varying degrees.[4][5] Different perspectives exist as to how strong a role the government should have in both guiding and regulating market economies and addressing the inequalities the market naturally produces. Most existing market economies include a degree of state-directed activity or economic planning, and are thus classified as mixed economies. The term free-market economy is sometimes used synonymously with market economy.[6]
doc93	Market economies do not logically presuppose the existence of private ownership of the means of production. A market economy can and often does include various types of cooperatives, collectives, or autonomous state agencies that acquire and exchange capital goods in capital markets. These all utilize a market-determined free price system to allocate capital goods and labor.[3] In addition, there are many variations of market socialism, some of which involve employee-owned enterprises based on self-management; as well as models that involve the combination of public ownership of the means of production with factor markets.[7]
doc94	Capitalism generally refers to an economic system where the means of production are largely or entirely privately owned and operated for a profit, structured on the process of capital accumulation. In general, in capitalist systems investment, distribution, income, and prices are determined by markets, whether regulated or unregulated.
doc95	There are different variations of capitalism with different relationships to markets. In Laissez-faire and free market variations of capitalism, markets are utilized most extensively with minimal or no state intervention and regulation over prices and the supply of goods and services. In interventionist, welfare capitalism and mixed economies, markets continue to play a dominant role but are regulated to some extent by government in order to correct market failures or to promote social welfare. In state capitalist systems, markets are relied upon the least, with the state relying heavily on either indirect economic planning and/or state-owned enterprises to accumulate capital.
doc96	Capitalism has been dominant in the Western world since the end of feudalism, but most feel[who?] that the term "mixed economies" more precisely describes most contemporary economies, due to their containing both private-owned and state-owned enterprises. In capitalism, prices determine the demand-supply scale. For example, higher demand for certain goods and services lead to higher prices and lower demand for certain goods lead to lower prices.
doc97	Laissez-faire is synonymous with what was referred to as strict capitalist free market economy during the early and mid-19th century[citation needed] as a classical liberal (right-libertarian) ideal to achieve. It is generally understood that the necessary components for the functioning of an idealized free market include the complete absence of government regulation, subsidies, artificial price pressures, and government-granted monopolies (usually classified as coercive monopoly by free market advocates) and no taxes or tariffs other than what is necessary for the government to provide protection from coercion and theft, maintaining peace and property rights, and providing for basic public goods. Right-libertarian advocates of anarcho-capitalism see the state as morally illegitimate and economically unnecessary and destructive.
doc98	Free-market economy refers to an economic system where prices for goods and services are set freely by the forces of supply and demand and are allowed to reach their point of equilibrium without intervention by government policy. It typically entails support for highly competitive markets, private ownership of productive enterprises. Laissez-faire is a more extensive form of free-market economy where the role of the state is limited to protecting property rights.
doc99	Welfare capitalism refers to a capitalist economy that includes public policies favoring extensive provisions for social welfare services. The economic mechanism involves a free market and the predominance of privately owned enterprises in the economy, but public provision of universal welfare services aimed at enhancing individual autonomy and maximizing equality. Examples of contemporary welfare capitalism include the Nordic model of capitalism predominant in Northern Europe.[8]
doc100	Anglo-Saxon capitalism refers to the form of capitalism predominant in Anglophone countries and typified by the economy of the United States. It is contrasted with European models of capitalism such as the continental Social market model and the Nordic model. Anglo-Saxon capitalism refers to a macroeconomic policy regime and capital market structure common to the Anglophone economies. Among these characteristics are low rates of taxation, more open financial markets, lower labor market protections, and a less generous welfare state eschewing collective bargaining schemes found in the continental and northern European models of capitalism.[9]
doc101	The East Asian model of capitalism involves a strong role for state investment, and in some instances involves state-owned enterprises. The state takes an active role in promoting economic development through subsidies, the facilitation of "national champions", and an export-based model of growth. The actual practice of this model varies by country. This designation has been applied to the economies of Singapore, Japan, Taiwan, South Korea and the People's Republic of China.
doc102	A related concept in political science is the developmental state.
doc103	This model was implemented by Alfred Müller-Armack and Ludwig Erhard after World War II in West Germany. The social market economic model (sometimes called "Rhine capitalism") is based upon the idea of realizing the benefits of a free market economy, especially economic performance and high supply of goods, while avoiding disadvantages such as market failure, destructive competition, concentration of economic power and the socially harmful effects of market processes. The aim of the social market economy is to realize greatest prosperity combined with best possible social security. One difference from the free market economy is that the state is not passive, but takes active regulatory measures.[10] The social policy objectives include employment, housing and education policies, as well as a socio-politically motivated balancing of the distribution of income growth. Characteristics of social market economies are a strong competition policy and a contractionary monetary policy. The philosophical background is Neoliberalism or Ordoliberalism[11]
doc104	Market socialism refers to various types of economic systems where the means of production and the dominant economic institutions are either publicly owned or cooperatively owned but operated according to the rules of supply and demand. This type of market economy has its roots in classical economics and in the works of Adam Smith, the Ricardian socialists, and Mutualist philosophers.[12]
doc105	The distinguishing feature between non-market socialism and market socialism is the existence of a market for factors of production and the criteria of profitability for enterprises. Profits derived from publicly owned enterprises can variously be used to reinvest in further production, to directly finance government and social services, or be distributed to the public at large through a social dividend or basic income system.[13]
doc106	In the 1930s the economists Oskar Lange and Abba Lerner developed a model of socialism that posited that a public body (dubbed the "Central Planning Board") could set prices through a trial-and-error approach until they equaled the marginal cost of production in order to achieve perfect competition and pareto optimality. In this model of socialism, firms would be state-owned and managed by their employees, and the profits would be disbursed among the population in a social dividend. This model came to be referred to as "market socialism" because it involved the use of money, a price system, and simulated capital markets; all of which were absent from traditional of non-market socialism.
doc107	A more contemporary model of market socialism is that put forth by the American economist John Roemer, referred to as Economic democracy. In this model, social ownership is achieved through public ownership of equity in a market economy. A Bureau of Public Ownership (BPO) would own controlling shares in publicly listed firms, so that the profits generated would be used for public finance and the provision of a basic income.
doc108	Libertarian socialists and left-anarchists often promote a form of market socialism in which enterprises are owned and managed cooperatively by their workforce so that the profits directly remunerate the employee-owners. These cooperative enterprises would compete with each other in the same way private companies compete with each other in a capitalist market. The first major elaboration of this type of market socialism was made by Pierre Joseph Proudhon and was called "mutualism".
doc109	Self-managed market socialism was promoted in Yugoslavia by economists Branko Horvat and Jaroslav Vanek. In the self-managed model of socialism, firms would be directly owned by their employees and the management board would be elected by employees. These cooperative firms would compete with each other in a market for both capital goods and for selling consumer goods.
doc110	Following the 1978 reforms, the People's Republic of China developed what it calls a "socialist market economy", in which most of the economy is under state ownership, with the state enterprises organized as joint-stock companies with various government agencies owning controlling shares through a shareholder system. Prices are set by a largely free-price system and the state-owned enterprises are not subjected to micromanagement by a government planning agency. A similar system called "socialist-oriented market economy" has emerged in Vietnam following the Đổi Mới reforms in 1986. This system is frequently characterized as "state capitalism" instead of market socialism because there is no meaningful degree of employee self-management in firms, because the state enterprises retain their profits instead of distributing them to the workforce or government, and because many function as de facto private enterprises. The profits neither finance a social dividend to benefit the population at large, nor do they accrue to their employees.
doc111	In the People's Republic of China, this economic model is presented as a "preliminary stage of socialism" to explain the dominance of capitalistic management practices and forms of enterprise organization in both the state and non-state sectors.
doc112	The economist Joseph Stiglitz argues that markets suffer from informational inefficiency and the presumed efficiency of markets stems from the faulty assumptions of neoclassical welfare economics, particularly the assumption of perfect and costless information, and related incentive problems. Neoclassical economics assumes static equilibrium, and efficient markets require that there be no non-convexities, even though nonconvexities are pervasive in modern economies. Stiglitz's critique applies to both existing models of capitalism and to hypothetical models of market socialism. However, Stiglitz does not advocate replacing markets, but states that there is a significant role for government intervention to boost the efficiency of markets and to address the pervasive market failures that exist in contemporary economies.[14] A fair Market Economy is in fact a Martingale or a Brownian motion model and for a participant competitor in such a model there is no more than 50% of success chances at any given moment. Due to the fractal nature of any fair market and being market participants subject to the law of competition, which impose reinvesting an increasing part of profits, the mean statistical chance of bankruptcy within the half life of any participant is also 50% [15] and 100% whether an infinite sample of time is considered.
doc113	Robin Hahnel and Michael Albert claim that "markets inherently produce class division."[16] Albert states that even if everyone started out with a balanced job complex (doing a mix of roles of varying creativity, responsibility and empowerment) in a market economy, class divisions would arise.
doc114	Without taking the argument that far, it is evident that in a market system with uneven distribution of empowering work, such as Economic Democracy, some workers will be more able than others to capture the benefits of economic gain. For example, if one worker designs cars and another builds them, the designer will use his cognitive skills more frequently than the builder. In the long term, the designer will become more adept at conceptual work than the builder, giving the former greater bargaining power in a firm over the distribution of income. A conceptual worker who is not satisfied with his income can threaten to work for a company that will pay him more. The effect is a class division between conceptual and manual laborers, and ultimately managers and workers, and a de facto labor market for conceptual workers.[16]
doc115	David McNally argues that the logic of the market inherently produces inequitable outcomes and leads to unequal exchanges, arguing that Adam Smith's moral intent and moral philosophy espousing equal exchange was undermined by the practice of the free markets he championed. The development of the market economy involved coercion, exploitation and violence that Adam Smith's moral philosophy could not countenance. McNally also criticizes market socialists for believing in the possibility of "fair" markets based on equal exchanges to be achieved by purging "parasitical" elements from the market economy, such as private ownership of the means of production. McNally argues that market socialism is an oxymoron when socialism is defined as an end to wage-based labor.[17]
doc116	The Tappan Zee Bridge, officially named the Governor Mario M. Cuomo Bridge after former New York Governor Mario Cuomo, is a twin cable-stayed bridge being built to replace the original Tappan Zee Bridge over New York's Hudson River. The new twin spans will be located to the north of–and roughly parallel to–the existing Tappan Zee Bridge, crossing the Hudson River in a parallel east–west direction.
doc117	In the new bridge's final configuration, the north span will carry the northbound and westbound automobile traffic of I-87 and I-287; it will also carry a shared-use path for bicycles and pedestrians. The south span will carry the southbound and eastbound automobile traffic of I-87 and I-287.
doc118	Tappan Zee Constructors began construction in 2013. The north span officially opened to westbound traffic on August 26, 2017; it also opened to eastbound traffic on October 6, 2017. Tappan Zee Constructors then began demolishing the old bridge. Eastbound traffic will be switched to the south span upon its completion. Both spans are expected to be operational by June 15, 2018.
doc119	The original Tappan Zee Bridge was a cantilever bridge built during 1952–1955. The bridge was 3 miles (4.8 km) long and spanned the Hudson at its second-widest point. The Tappan Zee river crossing was named by 17th century Dutch settlers. The Tappan Zee Bridge, along with the smaller Bear Mountain Bridge, are the only crossings of the stretch of the Hudson between Westchester and Rockland counties, both of which are part of New York City's populous northern suburbs.
doc120	The deteriorating structure bore an average of 138,000 vehicles per day, substantially more traffic than its designed capacity. During its first decade, the bridge carried fewer than 40,000 vehicles per day. Part of the justification for replacing the bridge stemmed from its construction immediately following the Korean War on a low budget of only $81 million. Unlike other major bridges in metropolitan New York, the Tappan Zee Bridge was designed to last only 50 years.[4] The new bridge is intended to last at least 100 years.[5]
doc121	The collapse of Minnesota's I-35W Mississippi River bridge in 2007 raised worries about the Tappan Zee Bridge's structural integrity.[6] These concerns, together with traffic overcapacity and increased maintenance costs, escalated the serious discussions already ongoing about replacing the Tappan Zee with a tunnel or a new bridge.[7][8] Six options were identified and submitted for project study and environmental review.[9]
doc122	The Federal Highway Administration issued a report in October 2011 designating the Tappan Zee's replacement to be a dual-span twin bridge. The new bridge is now under construction a few yards to the north of the existing bridge, and will connect to the existing highway approaches of the New York State Thruway (I-87/I-287) on both river banks.[10] Construction began as scheduled during October 2013,[11][12] with completion targeted for 2017.[13] After some delays, the project is currently expected to be completed by June 15, 2018,[14] at a cost of $3.98 billion.[15]
doc123	Originally, some motorists thought that bridge tolls could more than double (to $12-$15 for automobiles, eastbound only), rising to those of New York City's Hudson River crossings.[5] However, the state passed legislation freezing the toll on the bridge at $5 through 2020 in its 2016 legislative session.[16]
doc124	The new Tappan Zee Bridge was proposed to include four vehicle lanes on each span, for a total of eight lanes, as well as a shared-use bicycle and pedestrian path. Like its predecessor, the new Tappan Zee Bridge is to be administered by the New York State Thruway Authority. The authority is the project co-sponsor, along with the state Department of Transportation.[10]
doc125	The New York Metropolitan Transportation Council added the Tappan Zee Bridge to its list of projects eligible for federal funds in August 2012.[17] The United States Department of Transportation approved the plan on September 25, 2012. The approval process took fewer than 10 months as opposed to the traditional multi-year process as a result of being placed on a "fast track" for approval by the Obama Administration.[18] On December 17, 2012, New York state officials dropped their proposal for a 45 percent increase on the state Thruway toll for trucks, while advancing a $3.14 billion project to replace the bridge.[19]
doc126	The new Tappan Zee Bridge was built by Tappan Zee Constructors, a design-build LLC composed of Fluor Corporation, American Bridge Company, Granite Construction Northeast and Traylor Bros. The Left Coast Lifter was used to install groups of pre-assembled girders one full span at a time.[20] By the end of 2013, General Electric had completed four seasons of dredging to remove contaminants from the river bottom. Approximately 70 percent of the sediments targeted for dredging were removed (totaling more than 1,900,000 cubic yards (1,500,000Â m3) of sediment).[21]
doc127	The project timeline originally indicated that the old bridge would be closed in 2016 and that the demolition of the old bridge would begin in February 2017,[22] however, that timeline has since been amended. The first span of the bridge opened to westbound traffic on August 26, 2017,[3] and the project is expected to be completed by June 15, 2018.[14]
doc128	When completed, the new Tappan Zee Bridge will be one of the widest cable-stayed bridges in the world, having a combined width across both decks of 183 feet (56 m).[2] The new spans will equal the width of the relatively short-span, cable-stayed Leonard Zakim Bridge in downtown Boston.[23] Turkey's 3rd Bosphorus bridge, completed in 2016, has a single deck about 192 feet (59 m) wide. The new Tappan Zee Bridge will also be one of the longest cable-stayed spans in the nation.[2][not in citation given]
doc129	On July 19, 2016, a crane used for the construction of the bridge collapsed onto the existing older bridge. Five people were injured, including three drivers and two bridge workers; no one was killed or critically injured.[24][25]
doc130	The new northbound/westbound span opened on August 26, 2017.[3][26] Southbound/eastbound traffic remained on the existing span until October 6, 2017, when it was shifted to the new northbound/westbound span to allow for the completion of the new southbound/eastbound span.[27]
doc131	West of the Tappan Zee, the 680,000 residents of Rockland and Orange counties currently have very limited mass transit to New York City via NJ Transit's Port Jervis Line and Pascack Valley Line commuter rail services or Coach USA's Rockland Coaches bus services. The bridge plan includes as an objective merely, "Providing a crossing that does not preclude future trans-Hudson transit services."[10]
doc132	A proposed bus rapid transit system using the new bridge was shelved as too expensive. However, the bridge was structurally built for expansion with BRT and/or commuter rail at a later date. The existing Tarrytown station of the Metro-North Railroad's Hudson Line is located about 2,000 feet (610Â m) from the new bridge's eastern landing. In 2011, the state estimated that a bus connector to the station would cost about $151 million, about 3 percent of the bridge's projected cost.[28] Responding to widespread concerns about the lack of new public transit service, bridge planners agreed only to build one "dedicated express bus lane" in each direction for use during rush hour.[29]
doc133	During construction, the project's website referred to the crossing as the "New NY Bridge".[30] However, other sources referred to the crossing as the "New Tappan Zee Bridge".[31][32]
doc134	Governor Andrew Cuomo was successful in passing legislation to name the bridge after his father, former Governor Mario Cuomo, on June 29, 2017.[33] This has been met with stiff criticism as a Reclaim New York Initiative poll of Rockland and Westchester county residents found only 14.7% of respondents support the new name.[34] Many have cited the timing of the New York State legislature vote at the last session before the summer term ended and the last chance to enact a state budget.[35] As of November 29, 2017, over 100,000 people have signed a Change.org petition called "Return the Cuomo Bridge its original name: The Tappan Zee. That bridge is our history."[36][37]
doc135	On December 6, 2017, State Assemblyman Kevin Byrne, a Republican from Mahopac in Putnam County, announced that he would introduce legislation to revert the name of the bridge to "Malcolm Wilson Tappan Zee Bridge", after former Governor Malcolm Wilson.[38] The old Tappan Zee Bridge had been named for Wilson from 1994 to June 2017.[39]
doc136	"Can't Help Falling in Love" is a pop ballad originally recorded by American singer Elvis Presley and published by Gladys Music, Presley's publishing company. It was written by Hugo Peretti, Luigi Creatore, and George David Weiss.[2] The melody is based on "Plaisir d'amour",[4] a popular romance by Jean-Paul-Égide Martini (1784). The song was featured in Presley's 1961 film, Blue Hawaii. During the following four decades, it was recorded by numerous other artists, including Tom Smothers, Swedish pop group A-Teens, and the British reggae group UB40, whose 1993 version topped the U.S. and UK charts.
doc137	Elvis Presley's version of the song topped the British charts in 1962. The single is certified Platinum by the RIAA, for US sales in excess of one million copies. In the United States, the song peaked at No. 2 on the US Billboard Hot 100 behind Joey Dee and the Starliters' "Peppermint Twist"[5] and went to No. 1 on the Adult Contemporary chart for six weeks.[6][7]
doc138	During Presley's late 1960s and 1970s live performances, the song was performed as the show's finale. Most notably, it was also sung in the live segment of his 1968 NBC television special, and as the closer for his 1973 Global telecast, Aloha from Hawaii. A version with a faster arrangement was the closing number in Presley's final TV special, Elvis in Concert. "Can't Help Falling in Love" was also the last song he performed live, at his concert in Indianapolis at Market Square Arena on 26 June 1977.[8]
doc139	In 2015, the song was included on the If I Can Dream album, on the occasion of the 80th anniversary of Presley's birth. The version uses archival voice recordings of Presley and his singers, backed by new orchestral arrangements performed by the Royal Philharmonic Orchestra.
doc140	7" single
doc141	In 1993, British reggae band UB40 recorded the song as the first single from their 1993 album Promises and Lies. The song was released in May 1993, in the majority of countries worldwide. It eventually climbed to No. 1 on the US Billboard Hot 100 after debuting at No. 100, and remained there for seven weeks. It was also No. 1 in the United Kingdom, Austria, Netherlands, Sweden, Australia, and New Zealand.
doc142	The song appears on the soundtrack of the movie Sliver,[9] the trailer for Fools Rush In, and an episode of Hindsight. In the US, and on the Sliver soundtrack, the song title was listed as "Can't Help Falling in Love," rather than what appeared on the record sleeve. The single version of the song also has a slightly different backing rhythm and melody.
doc143	The song and band also appear in the 1997 film Speed 2: Cruise Control.
doc144	10" single
doc145	7" single
doc146	*sales figures based on certification alone ^shipments figures based on certification alone
doc147	The song was the A-Teens's first single from their first extended play Pop 'til You Drop!, as well as for the Lilo & Stitch movie soundtrack, which was originally scheduled to include several Presley tracks, the A-Teens picking it for inclusion in the soundtrack. It was later also featured as a bonus track on their third studio album, New Arrival for the European market. The video had thus tremendous exposure on several television channels, with the A-Teens eventually including the song in their third album. As a result, the song had two music videos, one to promote the Disney movie, the other for the album. It is also shown in the teen pop compilation album, Disney Girlz Rock.
doc148	The song reached No. 12 in Sweden, No. 16 in Argentina, and No. 41 in Australia.
doc149	The video was directed by Gregory Dark and filmed in Los Angeles, California. It had two different versions. The "Disney Version", as the fans named it, features scenes of the movie, and also new scenes of the A-Teens with beach costumes. The "A-Teens Version" of the video, features the A-Teens on the white background with different close-ups and choreography, and scenes with puppies and different costumes.
doc150	Tracks marked + are not A-Teens tracks.
doc151	European 2-track CD single
doc152	European/Australian CD maxi
doc153	Christopher Allen Lloyd (born October 22, 1938)[1] is an American actor, voice actor, and comedian. He is best known for his roles as Emmett "Doc" Brown in the Back to the Future trilogy, Judge Doom in Who Framed Roger Rabbit (1988), Merlock the Magician in DuckTales the Movie: Treasure of the Lost Lamp (1990), Uncle Fester in The Addams Family (1991) and its sequel Addams Family Values (1993), and Grigori Rasputin in Anastasia (1997).
doc154	Lloyd has an equally prominent television profile, having won two Primetime Emmy Awards for playing Jim Ignatowski on the comedy series Taxi (1978–1983). He earned a third Emmy for his 1992 guest appearance on Road to Avonlea.[2] He has also done extensive voiceover work for animated programs, most notably voicing The Hacker on the PBS Kids series Cyberchase (2002–present), and as The Woodsman in the Cartoon Network mini-series Over The Garden Wall (2015). The former role earned him two Daytime Emmy Award nominations.
doc155	Lloyd was born on October 22, 1938, in Stamford, Connecticut, the son of Samuel R. Lloyd, Jr, a lawyer, and his wife Ruth (née Lapham; 1896–1984), a singer and sister of San Francisco mayor Roger Lapham.[1][3] He is the youngest of four girls and three boys, one of whom, Samuel Lloyd, was an actor in the 1950s and 1960s.[4] Lloyd's maternal grandfather, Lewis Henry Lapham, was one of the founders of the Texaco oil company,[5] and Lloyd is also a descendant of Mayflower passengers, including John Howland.[6] Lloyd was raised in New Canaan, Connecticut.[4]
doc156	Lloyd began his career apprenticing at summer theaters in Mount Kisco, New York, and Hyannis, Massachusetts.[7] He took acting classes in New York City at age 19—some at the Neighborhood Playhouse School of the Theatre with Sanford Meisner[4]—and he recalled making his New York theater debut in Fernando Arrabal's play And They Put Handcuffs on the Flowers, saying, "I was a replacement and it was my first sort of job in New York."[4] He made his Broadway debut in the short-lived Red, White and Maddox (1969), and went on to Off-Broadway roles in A Midsummer Night's Dream, Kaspar (February 1973),[8] The Harlot and the Hunted, The Seagull (January 1974),[9] Total Eclipse (February 1974),[10] Macbeth, In the Boom Boom Room, Cracks, Professional Resident Company, What Every Woman Knows, The Father, King Lear. Power Failure, and, in mid-1972, appeared in a Jean Cocteau double bill, Orphee and The Human Voice, at the Jean Cocteau Theater at 43 Bond Street.[11]
doc157	Lloyd returned to Broadway for the musical Happy End.[4] He performed in Andrzej Wajda's adaptation of Dostoyevsky's The Possessed at Yale Repertory Theater,[12] and in Jay Broad's premiere of White Pelican at the P.A.F. Playhouse in Huntington Station, New York, on Long Island.[13]
doc158	In 1977, he said of his training at the Neighborhood Playhouse under Meisner, "My work up to then had been very uneven. I would be good one night, dull the next. Meisner made me aware of how to be consistent in using the best that I have to offer. But I guess nobody can teach you the knack, or whatever it is, that helps you come to life on stage."[14]
doc159	His first movie role was as a psychiatric patient in One Flew Over the Cuckoo's Nest (1975).[15] He is best known for his roles as "Reverend" Jim Ignatowski, the ex-hippie cabbie on the sitcom Taxi, for which he won two Primetime Emmy Awards for Outstanding Supporting Actor in a Comedy Series;[16] and the eccentric inventor Emmett "Doc" Brown in the Back to the Future trilogy for which he was nominated for a Saturn Award. In 1985, he appeared in the pilot episode of Street Hawk. In 1986, he played the reviled Professor B.O. Beanes on the television series Amazing Stories. Other roles include Klingon Commander Kruge in Star Trek III: The Search for Spock (1984) (on suggestion of fellow actor and friend Leonard Nimoy), Professor Plum in Clue (1985), Professor Dimple in an episode of Road to Avonlea (for which he won a Primetime Emmy Award for Outstanding Lead Actor in a Drama Series); the villain Judge Doom in Who Framed Roger Rabbit (1988); a wacky sound effects man named Zoltan in Radioland Murders (1994); and Uncle Fester in the movie adaptations of The Addams Family (1991).
doc160	Lloyd portrayed the star character in the adventure game Toonstruck, released in November 1996. In 1999, he was reunited onscreen with Michael J. Fox in an episode of Spin City entitled "Back to the Future IV — Judgment Day", in which Lloyd plays Owen Kingston, the former mentor of Fox's character, Mike Flaherty's who stopped by City Hall to see him, only to proclaim himself God. That same year, Lloyd starred in the movie remake of the 1960s series My Favorite Martian. He starred on the television series Deadly Games in the mid-1990s and was a regular on the sitcom Stacked in the mid-2000s. In 2003, he guest-starred in three of the 13 produced episodes of Tremors: The Series as the character Cletus Poffenburger. In November 2007, Lloyd was reunited onscreen with his former Taxi co-star Judd Hirsch in the season-four episode "Graphic" of the television series Numb3rs. He played Ebenezer Scrooge in a 2008 production of A Christmas Carol at the Kodak Theatre with John Goodman and Jane Leeves.[citation needed] In 2009, he appeared in a comedic trailer for a faux horror film entitled Gobstopper, in which he played Willy Wonka as a horror-movie-style villain.[17] In October 2009, he did a two-man show with comic performer Joe Gallois in several Midwest cities.[citation needed]
doc161	In the summer of 2010, he starred as Willy Loman in a Weston Playhouse production of Death of a Salesman.[18] That September, he reprised his role as Doctor Emmett Brown in Back to the Future: The Game, an episodic adventure game series developed by Telltale Games.[19] On January 21, 2011, he appeared in "The Firefly" episode of the J. J. Abrams television series Fringe.[20] That August, he reprised the role of Dr. Emmett Brown (from Back to the Future) as part of an advertising campaign for Garbarino,[21] an Argentine appliance company, and also as part of the Nike Company's "Back For the Future" campaign for the benefit of The Michael J. Fox Foundation. In 2012 and 2013, Lloyd reprised the role of Brown in two episodes of the stop-motion series Robot Chicken. He was a guest star on the 100th episode of the USA Network sitcom Psych as Martin Khan in 2013.
doc162	In May 2013, Lloyd appeared as the narrator and the character Azdak in the Bertold Brecht play The Caucasian Chalk Circle, produced by the Classic Stage Company in New York.[22]
doc163	On the October 21, 2015, episode of Jimmy Kimmel Live, Lloyd and Michael J. Fox appeared in a Back to the Future skit to commemorate the date in the second installment of the movie trilogy.[23]
doc164	Lloyd has been married five times but has never had any children.[24] He was first married to Catharine Dallas Dixon Boyd on June 6, 1959.[7] The couple divorced in 1971 after 12 years of marriage.[25] He was next married to actress Kay Tornborg, from 1974 to 1987.[26] Lloyd's third marriage, to Carol Ann Vanek, lasted from 1988 to 1991.[27] His fourth marriage, to screenwriter Jane Walker Wood, lasted from 1992 to 2005.[25][28]
doc165	After his divorce from Wood, in Montecito, California, Lloyd bought a smaller house on March 23, 2007, and that May listed his 8.07-acre old estate for over $11 million; although the price was later dropped to $6.5 million. Wood and he had bought the house in 1997 for $1.6 million. This home, which was on the market at the time, was destroyed in the Tea Fire of November 2008 in Montecito, California.[29] By August 5, 2016, Lloyd was engaged to Lisa Loiacono,[30] a real estate broker. Lloyd married Loiacono in November of 2016 witnessed by Tony Danza.[31]
doc166	Lloyd's philanthropist mother, Ruth Lapham Lloyd, died in 1984 at age 88. Her surviving children at the time aside from Christopher were Donald L. Mygatt, Antoinette L. Mygatt Lucas, Samuel Lloyd III, Ruth Lloyd Scott Ax and Adele L. Kinney.[32] Lloyd's nephew, Sam Lloyd, is best known for playing Ted Buckland, the lawyer on Scrubs.
doc167	Tobacco advertising is the advertising of tobacco products or use (typically cigarette smoking) by the tobacco industry through a variety of media including sponsorship, particularly of sporting events. It is now one of the most highly regulated forms of marketing. Some or all forms of tobacco advertising are banned in many countries.
doc168	The first known advertisement in the United States was for the snuff and tobacco products of P. Lorillard and Company and was placed in the New York daily paper in 1789. Advertising was an emerging concept, and tobacco-related advertisements were not seen as any different from those for other products: tobacco's negative impact on health was unknown at the time. Local and regional newspapers were used because of the small-scale production and transportation of these goods. The first real brand name to become known on a bigger scale in the USA was "Bull Durham" which emerged in 1868, with the advertising placing the emphasis on how easy it was "to roll your own".[1]
